122,-103.0,1.0,50.0,80.0
123,-32.0,4.0,71.0,70.0
124,47.0,-12.0,60.0,69.0
125,74.0,12.0,71.0,64.0
126,-189.0,-1.0,70.0,83.0
127,53.0,16.0,56.0,64.0
128,-128.0,-9.0,78.0,65.0
129,-194.0,-2.0,57.0,57.0
130,122.0,1.0,69.0,65.0
131,-43.0,0.0,81.0,84.0
132,158.0,-11.0,71.0,86.0
133,52.0,20.0,69.0,70.0
134,-62.0,31.0,78.0,65.0
135,-92.0,-1.0,71.0,67.0
136,-232.0,-3.0,59.0,84.0
137,-142.0,-13.0,67.0,64.0
138,4.0,-13.0,73.0,73.0
139,-43.0,4.0,85.0,65.0
140,-8.0,16.0,74.0,78.0
141,-65.0,23.0,64.0,78.0
142,-118.0,17.0,54.0,60.0
143,-96.0,5.0,69.0,71.0
144,172.0,0.0,72.0,59.0
145,32.0,6.0,78.0,43.0
146,-181.0,4.0,65.0,89.0
147,131.0,2.0,75.0,62.0
148,-38.0,20.0,55.0,70.0
149,166.0,9.0,66.0,61.0
150,-80.0,0.0,57.0,74.0
151,1.0,-10.0,49.0,53.0
152,6.0,-8.0,75.0,70.0
153,12.0,0.0,75.0,65.0
154,-181.0,9.0,66.0,88.0
155,-53.0,7.0,60.0,73.0
156,-43.0,18.0,56.0,55.0
157,212.0,-12.0,77.0,73.0
158,-44.0,15.0,71.0,51.0
159,0.0,0.0,68.0,73.0
160,17.0,18.0,79.0,80.0
161,-75.0,8.0,73.0,68.0
162,114.0,3.0,66.0,66.0
163,31.0,9.0,52.0,59.0
164,-9.0,1.0,74.0,65.0
165,-107.0,-3.0,71.0,65.0
166,54.0,10.0,59.0,68.0
167,-41.0,8.0,68.0,70.0
168,5.0,18.0,74.0,79.0
169,-12.0,-1.0,82.0,61.0
170,231.0,24.0,82.0,94.0
171,0.0,19.0,66.0,55.0
172,25.0,8.0,76.0,83.0
173,64.0,8.0,77.0,69.0
174,248.0,4.0,75.0,52.0
175,14.0,-9.0,83.0,66.0
176,-105.0,-10.0,51.0,69.0
177,-73.0,13.0,74.0,54.0
178,216.0,-14.0,49.0,74.0
179,99.0,9.0,58.0,60.0
180,-198.0,7.0,57.0,57.0
181,-10.0,4.0,90.0,74.0
182,166.0,-1.0,66.0,85.0
183,114.0,17.0,63.0,69.0
184,191.0,-10.0,72.0,80.0
185,-69.0,-4.0,65.0,55.0
186,-119.0,-2.0,81.0,71.0
187,-112.0,-2.0,53.0,83.0
188,-253.0,6.0,84.0,78.0
189,-8.0,-17.0,76.0,70.0
190,21.0,-21.0,75.0,74.0
191,58.0,19.0,60.0,87.0
192,-8.0,0.0,83.0,71.0
193,23.0,-2.0,61.0,57.0
194,83.0,9.0,105.0,66.0
195,16.0,10.0,64.0,69.0
196,-96.0,13.0,55.0,76.0
197,54.0,18.0,59.0,86.0
198,139.0,4.0,60.0,67.0
199,14.0,1.0,70.0,67.0
200,72.0,4.0,81.0,77.0
201,-86.0,25.0,70.0,82.0
202,103.0,6.0,70.0,58.0
203,8.0,-4.0,77.0,67.0
204,31.0,5.0,73.0,81.0
205,-55.0,-13.0,72.0,55.0
206,-215.0,19.0,72.0,82.0
207,221.0,-7.0,84.0,64.0
208,-82.0,9.0,49.0,85.0
209,-30.0,11.0,57.0,67.0
210,7.0,3.0,69.0,85.0
211,197.0,7.0,76.0,83.0
212,29.0,-6.0,64.0,72.0
213,155.0,1.0,82.0,92.0
214,-73.0,-2.0,75.0,55.0
215,71.0,-11.0,71.0,54.0
216,-129.0,11.0,67.0,60.0
217,46.0,14.0,61.0,66.0
218,98.0,-2.0,64.0,93.0
219,1.0,12.0,59.0,69.0
220,-53.0,-27.0,80.0,75.0
221,-44.0,6.0,70.0,76.0
222,97.0,-11.0,69.0,70.0
223,168.0,-15.0,55.0,61.0
224,-132.0,-5.0,57.0,65.0
225,147.0,-8.0,55.0,77.0
226,-227.0,17.0,92.0,64.0
227,159.0,5.0,81.0,57.0
228,-13.0,12.0,63.0,78.0
229,15.0,0.0,68.0,76.0
230,84.0,13.0,72.0,63.0
231,73.0,-5.0,71.0,56.0
232,75.0,5.0,51.0,63.0
233,32.0,2.0,80.0,62.0
234,-94.0,-4.0,74.0,80.0
235,-228.0,1.0,50.0,57.0
236,-58.0,15.0,76.0,50.0
237,178.0,17.0,68.0,79.0
238,115.0,8.0,69.0,63.0
239,-8.0,-3.0,78.0,69.0
240,106.0,1.0,62.0,63.0
241,143.0,-2.0,67.0,52.0
242,157.0,6.0,66.0,72.0
243,-73.0,17.0,74.0,55.0
244,-38.0,7.0,53.0,70.0
245,-97.0,-9.0,84.0,84.0
246,68.0,-3.0,73.0,51.0
247,34.0,12.0,56.0,91.0
248,111.0,10.0,81.0,89.0
249,-71.0,12.0,88.0,55.0
250,97.0,4.0,60.0,82.0
251,-9.0,2.0,73.0,68.0
252,-130.0,-1.0,62.0,91.0
253,26.0,10.0,94.0,61.0
254,7.0,1.0,76.0,76.0
255,219.0,-1.0,64.0,58.0
0,157.0,8.0,70.0,79.0
1,152.0,16.0,79.0,86.0
2,-50.0,3.0,87.0,80.0
3,-127.0,-16.0,69.0,69.0
4,-124.0,3.0,61.0,85.0
5,119.0,9.0,61.0,67.0
6,183.0,-8.0,49.0,63.0
7,-3.0,16.0,66.0,73.0
8,49.0,11.0,43.0,74.0
9,-49.0,-11.0,67.0,82.0
10,139.0,12.0,66.0,78.0
11,-110.0,-1.0,91.0,77.0
12,125.0,26.0,72.0,88.0
13,-114.0,0.0,86.0,73.0
14,-164.0,10.0,67.0,60.0
15,23.0,7.0,88.0,57.0
16,145.0,-1.0,79.0,70.0
17,-107.0,0.0,57.0,69.0
18,-35.0,-27.0,51.0,86.0
19,-17.0,1.0,88.0,66.0
20,29.0,11.0,69.0,68.0
21,119.0,13.0,82.0,58.0
22,90.0,3.0,54.0,65.0
23,40.0,1.0,47.0,72.0
24,-21.0,-17.0,89.0,83.0
25,37.0,7.0,72.0,87.0
26,-81.0,18.0,63.0,90.0
27,-181.0,5.0,69.0,64.0
28,121.0,2.0,53.0,86.0
29,128.0,-3.0,66.0,90.0
30,-74.0,12.0,69.0,68.0
31,176.0,8.0,60.0,88.0
32,-47.0,14.0,66.0,69.0
33,-113.0,-3.0,68.0,82.0
34,121.0,8.0,57.0,74.0
35,-55.0,-21.0,46.0,83.0
36,-104.0,0.0,68.0,68.0
37,109.0,-1.0,71.0,58.0
38,61.0,-14.0,65.0,76.0
39,12.0,-10.0,73.0,78.0
40,-127.0,0.0,67.0,77.0
41,171.0,12.0,67.0,74.0
42,71.0,-2.0,66.0,88.0
43,24.0,8.0,52.0,82.0
44,-142.0,-4.0,61.0,73.0
45,162.0,11.0,69.0,67.0
46,-162.0,0.0,72.0,71.0
47,125.0,16.0,65.0,78.0
48,-108.0,6.0,97.0,60.0
49,125.0,4.0,79.0,71.0
50,-115.0,-2.0,80.0,80.0
51,-290.0,-9.0,65.0,64.0
52,89.0,-17.0,69.0,63.0
53,-90.0,8.0,81.0,69.0
54,81.0,-4.0,78.0,78.0
55,-162.0,-9.0,62.0,80.0
56,-30.0,9.0,77.0,47.0
57,-154.0,3.0,50.0,67.0
58,-95.0,8.0,66.0,54.0
59,99.0,15.0,68.0,64.0
60,-136.0,-5.0,68.0,58.0
61,179.0,1.0,52.0,64.0
62,0.0,-4.0,81.0,78.0
63,67.0,9.0,64.0,43.0
64,186.0,16.0,83.0,53.0
65,95.0,20.0,72.0,79.0
66,-68.0,-7.0,52.0,73.0
67,-139.0,24.0,50.0,82.0
68,-189.0,5.0,68.0,97.0
69,166.0,15.0,49.0,59.0
70,0.0,-14.0,87.0,101.0
71,68.0,-4.0,62.0,55.0
72,-148.0,16.0,79.0,51.0
73,3.0,-16.0,71.0,70.0
74,227.0,1.0,60.0,85.0
75,-15.0,-8.0,62.0,47.0
76,-85.0,11.0,78.0,73.0
77,50.0,4.0,67.0,55.0
78,-134.0,6.0,65.0,78.0
79,134.0,9.0,67.0,69.0
80,155.0,15.0,65.0,82.0
81,-73.0,9.0,80.0,68.0
82,-145.0,4.0,80.0,64.0
83,-52.0,15.0,69.0,67.0
84,9.0,14.0,59.0,77.0
85,61.0,0.0,64.0,71.0
86,190.0,-2.0,76.0,77.0
87,3.0,-6.0,73.0,56.0
88,79.0,0.0,45.0,61.0
89,42.0,27.0,78.0,51.0
90,-3.0,17.0,76.0,81.0
91,65.0,40.0,73.0,90.0
92,-322.0,-9.0,72.0,71.0
93,55.0,-10.0,90.0,72.0
94,-20.0,-4.0,66.0,83.0
95,-64.0,-4.0,50.0,71.0
96,126.0,12.0,54.0,67.0
97,-55.0,5.0,67.0,71.0
98,50.0,9.0,52.0,63.0
99,-82.0,3.0,61.0,72.0
100,-28.0,20.0,70.0,53.0
101,-119.0,13.0,73.0,58.0
102,-36.0,-10.0,58.0,71.0
103,101.0,13.0,70.0,70.0
104,-63.0,-6.0,61.0,60.0
105,-105.0,3.0,57.0,83.0
106,-62.0,8.0,64.0,71.0
107,-61.0,3.0,85.0,76.0
108,148.0,6.0,50.0,55.0
109,-38.0,-11.0,73.0,56.0
110,24.0,-7.0,48.0,69.0
111,72.0,12.0,56.0,73.0
112,97.0,14.0,65.0,61.0
113,90.0,-4.0,61.0,71.0
114,63.0,7.0,58.0,55.0
115,38.0,-11.0,52.0,90.0
116,101.0,2.0,75.0,87.0
117,-60.0,9.0,60.0,94.0
118,-193.0,11.0,67.0,78.0
119,35.0,-5.0,66.0,58.0
120,-48.0,4.0,67.0,67.0
121,-57.0,-6.0,81.0,56.0
122,34.0,18.0,82.0,92.0
123,-54.0,-2.0,75.0,60.0
124,-181.0,13.0,91.0,59.0
125,198.0,8.0,52.0,59.0
126,-49.0,9.0,64.0,54.0
127,9.0,24.0,55.0,69.0
128,-93.0,4.0,74.0,29.0
129,-41.0,0.0,57.0,60.0
130,102.0,10.0,72.0,70.0
131,83.0,26.0,77.0,68.0
132,-48.0,10.0,68.0,78.0
133,74.0,-11.0,84.0,76.0
134,103.0,-17.0,88.0,73.0
135,-19.0,14.0,76.0,74.0
136,-172.0,16.0,65.0,72.0
137,-87.0,8.0,62.0,76.0
138,10.0,3.0,49.0,68.0
139,-55.0,0.0,100.0,77.0
140,-163.0,-12.0,59.0,86.0
141,18.0,-9.0,55.0,66.0
142,-78.0,14.0,52.0,85.0
143,192.0,-1.0,59.0,87.0
144,-183.0,9.0,62.0,68.0
145,-54.0,0.0,69.0,80.0
146,30.0,-20.0,81.0,67.0
147,48.0,-17.0,71.0,75.0
148,-87.0,-26.0,65.0,65.0
149,-11.0,-16.0,54.0,59.0
150,62.0,-1.0,73.0,79.0
151,3.0,11.0,53.0,89.0
152,19.0,0.0,76.0,81.0
153,-43.0,-13.0,64.0,67.0
154,-136.0,-9.0,56.0,53.0
155,-107.0,15.0,65.0,61.0
156,17.0,3.0,82.0,55.0
157,-83.0,-14.0,85.0,59.0
158,-137.0,-5.0,72.0,78.0
159,44.0,-4.0,63.0,52.0
160,48.0,-10.0,79.0,68.0
161,9.0,0.0,77.0,95.0
162,-39.0,-7.0,67.0,77.0
163,57.0,8.0,74.0,75.0
164,-76.0,2.0,70.0,56.0
165,-113.0,2.0,62.0,69.0
166,185.0,14.0,71.0,80.0
167,-202.0,24.0,51.0,69.0
168,-81.0,24.0,63.0,59.0
169,35.0,16.0,68.0,80.0
170,-40.0,-1.0,69.0,75.0
171,-170.0,9.0,49.0,75.0
172,11.0,-3.0,55.0,83.0
173,369.0,-12.0,67.0,79.0
174,10.0,7.0,40.0,73.0
175,-79.0,9.0,79.0,61.0
176,-128.0,13.0,69.0,88.0
177,68.0,-11.0,46.0,51.0
178,48.0,9.0,59.0,82.0
179,51.0,-1.0,48.0,65.0
180,-133.0,-7.0,73.0,69.0
181,16.0,2.0,68.0,67.0
182,-203.0,7.0,63.0,67.0
183,-192.0,4.0,63.0,70.0
184,-287.0,4.0,51.0,72.0
185,14.0,19.0,75.0,69.0
186,-104.0,8.0,69.0,71.0
187,-23.0,0.0,53.0,71.0
188,-179.0,-9.0,51.0,75.0
189,154.0,14.0,57.0,72.0
190,-66.0,-11.0,77.0,63.0
191,-107.0,4.0,72.0,74.0
192,72.0,15.0,60.0,67.0
193,30.0,-2.0,56.0,61.0
194,-85.0,-5.0,90.0,81.0
195,-118.0,-3.0,91.0,56.0
196,43.0,-28.0,62.0,58.0
197,101.0,-6.0,77.0,74.0
198,186.0,0.0,72.0,44.0
199,88.0,1.0,65.0,75.0
200,-29.0,10.0,74.0,68.0
201,-168.0,16.0,73.0,62.0
202,191.0,13.0,66.0,49.0
203,-98.0,9.0,62.0,70.0
204,68.0,3.0,59.0,71.0
205,-19.0,0.0,80.0,60.0
206,114.0,3.0,64.0,70.0
207,-256.0,10.0,67.0,64.0
208,55.0,1.0,97.0,60.0
209,-62.0,10.0,37.0,66.0
210,-1.0,8.0,59.0,80.0
211,-191.0,-10.0,66.0,82.0
212,117.0,7.0,72.0,67.0
213,41.0,0.0,78.0,71.0
214,-64.0,8.0,75.0,75.0
215,-159.0,8.0,53.0,60.0
216,32.0,7.0,69.0,69.0
217,0.0,1.0,87.0,79.0
218,63.0,5.0,70.0,85.0
219,104.0,23.0,71.0,74.0
220,-69.0,-3.0,52.0,80.0
221,82.0,18.0,95.0,79.0
222,114.0,10.0,72.0,91.0
223,-194.0,-6.0,67.0,84.0
224,80.0,6.0,50.0,72.0
225,19.0,2.0,78.0,48.0
226,84.0,-6.0,62.0,56.0
227,124.0,2.0,45.0,64.0
228,78.0,0.0,70.0,75.0
229,-158.0,2.0,67.0,73.0
230,-48.0,-11.0,66.0,77.0
231,54.0,11.0,67.0,79.0
232,-3.0,7.0,54.0,67.0
233,5.0,-7.0,73.0,71.0
234,-102.0,9.0,67.0,68.0
235,-36.0,6.0,53.0,46.0
236,7.0,-3.0,49.0,73.0
237,-231.0,7.0,62.0,59.0
238,-91.0,11.0,76.0,82.0
239,142.0,-5.0,86.0,62.0
240,86.0,-3.0,68.0,57.0
241,155.0,2.0,79.0,93.0
242,-14.0,4.0,72.0,80.0
243,101.0,-1.0,88.0,70.0
244,71.0,-7.0,77.0,86.0
245,-122.0,19.0,62.0,62.0
246,175.0,15.0,62.0,47.0
247,-162.0,1.0,52.0,87.0
248,90.0,7.0,66.0,68.0
249,-103.0,6.0,70.0,92.0
250,-99.0,15.0,71.0,104.0
251,-208.0,6.0,85.0,52.0
252,-32.0,7.0,77.0,70.0
253,58.0,13.0,49.0,74.0
254,-33.0,-5.0,68.0,80.0
255,-24.0,-2.0,89.0,63.0
0,-96.0,0.0,53.0,62.0
1,118.0,3.0,68.0,96.0
2,90.0,19.0,64.0,54.0
3,38.0,-7.0,85.0,65.0
4,77.0,-5.0,62.0,62.0
5,-55.0,-2.0,83.0,72.0
6,91.0,-3.0,62.0,66.0
7,139.0,-17.0,70.0,86.0
8,-143.0,5.0,63.0,61.0
9,5.0,16.0,66.0,69.0
10,-93.0,-4.0,59.0,86.0
11,99.0,14.0,71.0,57.0
12,-112.0,-12.0,65.0,63.0
13,-323.0,-8.0,73.0,66.0
14,113.0,0.0,83.0,77.0
15,142.0,-1.0,80.0,69.0
16,87.0,12.0,82.0,82.0
17,66.0,27.0,74.0,73.0
18,98.0,-3.0,46.0,49.0
19,195.0,2.0,75.0,54.0
20,11.0,13.0,71.0,65.0
21,-128.0,-7.0,66.0,70.0
22,12.0,30.0,69.0,77.0
23,-63.0,-12.0,63.0,29.0
24,-189.0,7.0,83.0,62.0
25,-99.0,18.0,61.0,72.0
26,0.0,14.0,62.0,54.0
27,174.0,0.0,95.0,77.0
28,172.0,-2.0,77.0,60.0
29,102.0,-9.0,59.0,78.0
30,-54.0,14.0,63.0,51.0
31,-172.0,6.0,61.0,69.0
32,7.0,-9.0,81.0,61.0
33,19.0,16.0,55.0,76.0
34,-20.0,9.0,61.0,66.0
35,-144.0,-9.0,50.0,75.0
36,82.0,13.0,58.0,59.0
37,177.0,-20.0,89.0,60.0
38,-16.0,1.0,67.0,56.0
39,158.0,-16.0,66.0,62.0
40,20.0,-4.0,65.0,77.0
41,194.0,10.0,56.0,54.0
42,-188.0,31.0,66.0,72.0
43,56.0,-3.0,76.0,77.0
44,17.0,-5.0,60.0,42.0
45,-124.0,-3.0,55.0,61.0
46,135.0,15.0,76.0,82.0
47,89.0,2.0,64.0,52.0
48,-85.0,5.0,69.0,69.0
49,258.0,-16.0,71.0,66.0
50,85.0,-8.0,70.0,60.0
51,52.0,23.0,74.0,62.0
52,119.0,-8.0,61.0,63.0
53,98.0,12.0,54.0,77.0
54,73.0,20.0,84.0,56.0
55,-65.0,-8.0,58.0,78.0
56,30.0,-3.0,56.0,55.0
57,4.0,17.0,69.0,62.0
58,-63.0,25.0,65.0,69.0
59,57.0,6.0,63.0,60.0
60,-186.0,7.0,70.0,72.0
61,111.0,13.0,73.0,81.0
62,160.0,8.0,73.0,50.0
63,-84.0,5.0,76.0,77.0
64,-97.0,-13.0,79.0,64.0
65,41.0,9.0,80.0,94.0
66,-158.0,29.0,76.0,74.0
67,185.0,23.0,55.0,80.0
68,73.0,20.0,63.0,70.0
69,166.0,11.0,63.0,51.0
70,19.0,15.0,69.0,59.0
71,173.0,0.0,44.0,60.0
72,-8.0,5.0,58.0,69.0
73,260.0,1.0,61.0,70.0
74,140.0,-3.0,68.0,67.0
75,75.0,5.0,85.0,82.0
76,37.0,11.0,69.0,65.0
77,45.0,2.0,72.0,78.0
78,-28.0,0.0,60.0,79.0
79,-233.0,11.0,45.0,37.0
80,157.0,-4.0,51.0,57.0
81,30.0,-4.0,67.0,78.0
82,-7.0,14.0,56.0,56.0
83,-9.0,7.0,86.0,64.0
84,79.0,-3.0,57.0,87.0
85,-79.0,10.0,66.0,57.0
86,177.0,2.0,70.0,73.0
87,323.0,9.0,79.0,68.0
88,-101.0,0.0,68.0,59.0
89,-51.0,-10.0,61.0,75.0
90,51.0,2.0,72.0,63.0
91,138.0,-2.0,60.0,70.0
92,175.0,26.0,57.0,76.0
93,-48.0,10.0,58.0,70.0
94,63.0,14.0,57.0,68.0
95,-40.0,27.0,65.0,53.0
96,214.0,5.0,63.0,83.0
97,-59.0,16.0,58.0,83.0
98,-183.0,4.0,50.0,82.0
99,-116.0,8.0,56.0,61.0
100,-221.0,18.0,74.0,79.0
101,-13.0,4.0,68.0,60.0
102,134.0,1.0,79.0,62.0
103,73.0,9.0,66.0,93.0
104,123.0,8.0,83.0,66.0
105,62.0,13.0,57.0,74.0
106,-102.0,0.0,70.0,72.0
107,178.0,10.0,71.0,65.0
108,63.0,0.0,51.0,67.0
109,-3.0,27.0,73.0,74.0
110,66.0,-1.0,74.0,63.0
111,106.0,-3.0,67.0,61.0
112,88.0,17.0,78.0,70.0
113,-99.0,0.0,61.0,77.0
114,165.0,13.0,64.0,71.0
115,1.0,19.0,60.0,76.0
116,182.0,15.0,58.0,63.0
117,-28.0,11.0,70.0,70.0
118,-39.0,-6.0,74.0,56.0
119,64.0,0.0,74.0,59.0
120,163.0,-8.0,71.0,73.0
121,34.0,8.0,71.0,84.0
122,63.0,2.0,69.0,49.0
123,-30.0,0.0,62.0,73.0
124,-128.0,12.0,58.0,78.0
125,156.0,19.0,69.0,85.0
126,-46.0,2.0,74.0,80.0
127,-202.0,-8.0,77.0,71.0
128,40.0,13.0,68.0,73.0
129,125.0,-6.0,77.0,67.0
130,-81.0,5.0,74.0,82.0
131,-164.0,0.0,59.0,90.0
132,-14.0,-9.0,56.0,64.0
133,6.0,-2.0,68.0,56.0
134,153.0,10.0,42.0,75.0
135,-17.0,6.0,72.0,67.0
136,2.0,8.0,75.0,58.0
137,-153.0,17.0,86.0,67.0
138,-175.0,0.0,74.0,87.0
139,14.0,4.0,72.0,67.0
140,165.0,0.0,71.0,72.0
141,-129.0,10.0,61.0,76.0
142,-6.0,17.0,68.0,71.0
143,-9.0,10.0,58.0,68.0
144,-176.0,-1.0,57.0,62.0
145,86.0,-10.0,70.0,97.0
146,137.0,7.0,55.0,95.0
147,-19.0,0.0,62.0,68.0
148,41.0,-2.0,84.0,68.0
149,-124.0,9.0,53.0,59.0
150,-18.0,3.0,47.0,77.0
151,86.0,6.0,79.0,83.0
152,-3.0,-8.0,72.0,62.0
153,-24.0,13.0,72.0,62.0
154,-150.0,26.0,70.0,72.0
155,-83.0,5.0,70.0,69.0
156,39.0,0.0,59.0,82.0
157,11.0,6.0,47.0,80.0
158,-114.0,7.0,67.0,58.0
159,22.0,5.0,79.0,61.0
160,-117.0,-9.0,73.0,70.0
161,-57.0,2.0,100.0,63.0
162,-197.0,-19.0,80.0,60.0
163,-42.0,13.0,72.0,79.0
164,-50.0,-5.0,51.0,61.0
165,-64.0,2.0,80.0,85.0
166,52.0,-10.0,82.0,85.0
167,-32.0,-1.0,77.0,80.0
168,38.0,6.0,51.0,81.0
169,50.0,-10.0,58.0,70.0
170,27.0,-3.0,83.0,65.0
171,-14.0,-3.0,90.0,59.0
172,82.0,-1.0,71.0,73.0
173,10.0,4.0,67.0,96.0
174,68.0,3.0,64.0,61.0
175,-69.0,2.0,45.0,65.0
176,-126.0,-15.0,71.0,58.0
177,93.0,5.0,68.0,54.0
178,119.0,21.0,74.0,80.0
179,-174.0,-22.0,77.0,76.0
180,65.0,0.0,51.0,79.0
181,-38.0,5.0,81.0,73.0
182,-208.0,-2.0,68.0,51.0
183,99.0,-2.0,59.0,71.0
184,32.0,25.0,58.0,88.0
185,-58.0,4.0,66.0,69.0
186,-40.0,-3.0,85.0,61.0
187,15.0,-14.0,72.0,83.0
188,-116.0,12.0,36.0,72.0
189,2.0,17.0,72.0,74.0
190,-9.0,3.0,71.0,65.0
191,-21.0,-12.0,54.0,61.0
192,-133.0,-2.0,89.0,60.0
193,168.0,14.0,75.0,80.0
194,15.0,6.0,80.0,80.0
195,26.0,-8.0,58.0,91.0
196,-173.0,-2.0,58.0,56.0
197,-7.0,11.0,55.0,85.0
198,-62.0,0.0,58.0,50.0
199,44.0,4.0,62.0,83.0
200,217.0,-12.0,83.0,64.0
201,127.0,11.0,56.0,80.0
202,118.0,17.0,54.0,73.0
203,17.0,13.0,64.0,57.0
204,-136.0,8.0,70.0,74.0
205,34.0,5.0,52.0,67.0
206,-80.0,25.0,58.0,74.0
207,-25.0,15.0,57.0,65.0
208,112.0,10.0,60.0,76.0
209,167.0,-20.0,65.0,76.0
210,13.0,-1.0,49.0,57.0
211,145.0,1.0,69.0,78.0
212,-108.0,-7.0,72.0,68.0
213,-38.0,-4.0,72.0,67.0
214,158.0,21.0,64.0,84.0
215,-61.0,-12.0,61.0,63.0
216,28.0,-10.0,56.0,84.0
217,-65.0,14.0,58.0,84.0
218,-53.0,4.0,84.0,68.0
219,147.0,19.0,71.0,69.0
220,68.0,6.0,80.0,79.0
221,-49.0,-2.0,80.0,58.0
222,-308.0,12.0,87.0,86.0
223,89.0,17.0,50.0,78.0
224,-23.0,6.0,73.0,70.0
225,156.0,-12.0,78.0,48.0
226,-240.0,-11.0,86.0,92.0
227,-157.0,8.0,65.0,78.0
228,167.0,3.0,62.0,84.0
229,151.0,-9.0,78.0,66.0
230,187.0,2.0,54.0,65.0
231,-94.0,6.0,81.0,67.0
232,22.0,18.0,59.0,78.0
